"","Date","AQI","Range","Quality level","PM2.5","PM10","SO2","CO","NO2","O3","Ranking","year","month","quarter"
"1100",2017-01-04,128,"50~242 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","95.8 ","123.1 ","18.3 ","1.533 ","36.5 ","101 ","0 ",2017,1,"Q1"
"1101",2017-01-05,28,"20~45 ","<U+4F18>","14.9 ","27.1 ","7.6 ","0.529 ","18.3 ","72 ","0 ",2017,1,"Q1"
"1102",2017-01-06,40,"21~59 ","<U+4F18>","22.5 ","39.1 ","10.6 ","0.658 ","31.5 ","67 ","0 ",2017,1,"Q1"
"1103",2017-01-07,42,"24~54 ","<U+4F18>","28.7 ","38.7 ","12.8 ","0.683 ","42.5 ","70 ","0 ",2017,1,"Q1"
"1104",2017-01-08,46,"24~87 ","<U+4F18>","31 ","41.2 ","8.1 ","0.7 ","17.6 ","82 ","0 ",2017,1,"Q1"
"1105",2017-01-09,34,"22~59 ","<U+4F18>","15.5 ","33 ","10.7 ","0.575 ","12.5 ","76 ","0 ",2017,1,"Q1"
"1106",2017-01-10,35,"22~57 ","<U+4F18>","17.2 ","35 ","15.1 ","0.525 ","14.9 ","73 ","0 ",2017,1,"Q1"
"1107",2017-01-11,49,"21~92 ","<U+4F18>","31.1 ","54 ","20.3 ","0.709 ","21.4 ","73 ","0 ",2017,1,"Q1"
"1108",2017-01-12,104,"22~219 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","75.5 ","107.3 ","26 ","1.079 ","34.8 ","74 ","0 ",2017,1,"Q1"
"1109",2017-01-13,36,"21~82 ","<U+4F18>","19.5 ","34.2 ","20.2 ","0.583 ","15.3 ","94 ","0 ",2017,1,"Q1"
"1110",2017-01-14,35,"20~84 ","<U+4F18>","7 ","38.5 ","7 ","0.496 ","8 ","64 ","0 ",2017,1,"Q1"
"1111",2017-01-15,22,"17~44 ","<U+4F18>","10.3 ","20.3 ","7.9 ","0.525 ","10.1 ","61 ","0 ",2017,1,"Q1"
"1112",2017-01-16,56,"32~88 ","<U+826F>","39 ","54 ","18.2 ","0.883 ","21.6 ","61 ","0 ",2017,1,"Q1"
"1113",2017-01-17,79,"63~112 ","<U+826F>","58 ","79.8 ","23.7 ","0.978 ","32.1 ","64 ","0 ",2017,1,"Q1"
"1114",2017-01-18,102,"82~163 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","76.4 ","107.3 ","28.6 ","1.129 ","30.3 ","73 ","0 ",2017,1,"Q1"
"1115",2017-01-19,92,"40~224 ","<U+826F>","67.4 ","89.9 ","25.4 ","1.121 ","30.8 ","64 ","0 ",2017,1,"Q1"
"1116",2017-01-20,29,"22~43 ","<U+4F18>","11.7 ","28 ","9.6 ","0.425 ","10.2 ","71 ","0 ",2017,1,"Q1"
"1117",2017-01-21,37,"0~92 ","<U+4F18>","21 ","42.3 ","15.2 ","0.471 ","13.8 ","76 ","0 ",2017,1,"Q1"
"1118",2017-01-22,37,"22~68 ","<U+4F18>","9.3 ","38.6 ","8.1 ","0.308 ","8 ","71 ","0 ",2017,1,"Q1"
"1119",2017-01-23,28,"22~53 ","<U+4F18>","16.5 ","27.6 ","11.5 ","0.45 ","10.5 ","74 ","0 ",2017,1,"Q1"
"1120",2017-01-24,33,"20~59 ","<U+4F18>","21.1 ","31.2 ","14.2 ","0.517 ","16.8 ","74 ","0 ",2017,1,"Q1"
"1121",2017-01-25,75,"28~105 ","<U+826F>","54.6 ","77.2 ","26.4 ","0.808 ","34.5 ","90 ","0 ",2017,1,"Q1"
"1122",2017-01-26,92,"69~166 ","<U+826F>","66 ","96.1 ","19.4 ","0.729 ","13 ","102 ","0 ",2017,1,"Q1"
"1123",2017-01-27,43,"21~89 ","<U+4F18>","13.9 ","48.5 ","10 ","0.25 ","6 ","79 ","0 ",2017,1,"Q1"
"1124",2017-01-28,34,"17~129 ","<U+4F18>","20.5 ","34.3 ","13.2 ","0.325 ","9.2 ","70 ","0 ",2017,1,"Q1"
"1125",2017-01-29,38,"17~104 ","<U+4F18>","23.4 ","33.5 ","7.8 ","0.454 ","10 ","75 ","0 ",2017,1,"Q1"
"1126",2017-01-30,29,"21~44 ","<U+4F18>","11.4 ","26.8 ","7.2 ","0.208 ","3.7 ","77 ","0 ",2017,1,"Q1"
"1127",2017-01-31,27,"20~53 ","<U+4F18>","15.9 ","25.2 ","14.5 ","0.421 ","10.3 ","74 ","0 ",2017,1,"Q1"
"1128",2017-02-01,44,"23~92 ","<U+4F18>","24.8 ","43 ","14 ","0.513 ","8.9 ","74 ","0 ",2017,2,"Q1"
"1129",2017-02-02,49,"21~92 ","<U+4F18>","32 ","49.9 ","21 ","0.638 ","18 ","93 ","0 ",2017,2,"Q1"
"1130",2017-02-03,103,"62~200 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","76.7 ","100.7 ","33.9 ","1.008 ","31.8 ","96 ","0 ",2017,2,"Q1"
"1131",2017-02-04,108,"34~500 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","57.6 ","127.3 ","14.3 ","0.963 ","24 ","448 ","0 ",2017,2,"Q1"
"1132",2017-02-05,159,"25~273 ","<U+4E2D><U+5EA6><U+6C61><U+67D3>","121 ","150.5 ","13.4 ","1.233 ","23 ","83 ","0 ",2017,2,"Q1"
"1133",2017-02-06,34,"24~55 ","<U+4F18>","15.3 ","34.5 ","9.8 ","0.388 ","9.3 ","83 ","0 ",2017,2,"Q1"
"1134",2017-02-07,33,"22~63 ","<U+4F18>","20.8 ","31 ","9 ","0.496 ","11.4 ","74 ","0 ",2017,2,"Q1"
"1135",2017-02-08,48,"32~75 ","<U+4F18>","24.9 ","49.9 ","13.5 ","0.492 ","13.5 ","88 ","0 ",2017,2,"Q1"
"1136",2017-02-09,48,"27~75 ","<U+4F18>","12.4 ","53.8 ","8.5 ","0.396 ","5.5 ","85 ","0 ",2017,2,"Q1"
"1137",2017-02-10,59,"0~500 ","<U+826F>","10.1 ","81.7 ","16.6 ","0.342 ","5.2 ","87 ","0 ",2017,2,"Q1"
"1138",2017-02-11,43,"24~56 ","<U+4F18>","12.5 ","43.8 ","10.6 ","0.521 ","8.3 ","94 ","0 ",2017,2,"Q1"
"1139",2017-02-12,42,"22~55 ","<U+4F18>","22.5 ","41.7 ","17.5 ","0.575 ","18.4 ","86 ","0 ",2017,2,"Q1"
"1140",2017-02-13,79,"43~149 ","<U+826F>","57.6 ","80.8 ","19.3 ","0.804 ","22.8 ","94 ","0 ",2017,2,"Q1"
"1141",2017-02-14,82,"54~123 ","<U+826F>","60 ","77.9 ","12.8 ","0.779 ","25.6 ","95 ","0 ",2017,2,"Q1"
"1142",2017-02-15,70,"32~98 ","<U+826F>","50.6 ","74.1 ","15.3 ","0.713 ","14.2 ","160 ","0 ",2017,2,"Q1"
"1143",2017-02-16,74,"34~89 ","<U+826F>","53.7 ","81 ","10.3 ","0.679 ","17.4 ","130 ","0 ",2017,2,"Q1"
"1144",2017-02-17,39,"25~90 ","<U+4F18>","10.5 ","41.5 ","7 ","0.396 ","5.9 ","86 ","0 ",2017,2,"Q1"
"1145",2017-02-18,47,"25~60 ","<U+4F18>","25.1 ","50.6 ","14.8 ","0.6 ","16.5 ","117 ","0 ",2017,2,"Q1"
"1146",2017-02-19,66,"37~120 ","<U+826F>","41 ","74.2 ","10.3 ","0.596 ","16.3 ","101 ","0 ",2017,2,"Q1"
"1147",2017-02-20,66,"42~114 ","<U+826F>","20 ","83 ","8.6 ","0.417 ","7.1 ","87 ","0 ",2017,2,"Q1"
"1148",2017-02-21,34,"25~51 ","<U+4F18>","15.3 ","32 ","8.7 ","0.413 ","8.2 ","87 ","0 ",2017,2,"Q1"
"1149",2017-02-22,36,"20~93 ","<U+4F18>","20 ","29.6 ","7.4 ","0.642 ","14 ","85 ","0 ",2017,2,"Q1"
"1150",2017-02-23,31,"26~64 ","<U+4F18>","11.5 ","27 ","8.5 ","0.417 ","5.5 ","92 ","0 ",2017,2,"Q1"
"1151",2017-02-24,55,"23~104 ","<U+826F>","36.4 ","56.7 ","18.9 ","0.9 ","23.9 ","136 ","0 ",2017,2,"Q1"
"1152",2017-02-25,57,"25~100 ","<U+826F>","38 ","60.3 ","23.5 ","1.075 ","32 ","79 ","0 ",2017,2,"Q1"
"1153",2017-02-26,44,"27~60 ","<U+4F18>","27.2 ","43.5 ","13.8 ","0.667 ","32.8 ","70 ","0 ",2017,2,"Q1"
"1154",2017-02-27,49,"24~93 ","<U+4F18>","33 ","51.1 ","16 ","0.757 ","21.5 ","105 ","0 ",2017,2,"Q1"
"1155",2017-02-28,92,"69~114 ","<U+826F>","68.1 ","100.6 ","17.5 ","0.85 ","22 ","136 ","0 ",2017,2,"Q1"
"1156",2017-03-01,82,"55~113 ","<U+826F>","52.4 ","88.7 ","10.6 ","0.721 ","19.1 ","132 ","0 ",2017,3,"Q1"
"1157",2017-03-02,51,"36~74 ","<U+826F>","19.5 ","53.2 ","12.3 ","0.571 ","20.5 ","98 ","0 ",2017,3,"Q1"
"1158",2017-03-03,65,"52~84 ","<U+826F>","43.3 ","76.8 ","17 ","0.85 ","21.1 ","127 ","0 ",2017,3,"Q1"
"1159",2017-03-04,101,"87~133 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","75.3 ","113.8 ","19.9 ","0.954 ","32.3 ","146 ","0 ",2017,3,"Q1"
"1160",2017-03-05,76,"31~117 ","<U+826F>","51.1 ","84.7 ","9.8 ","0.725 ","16.5 ","125 ","0 ",2017,3,"Q1"
"1161",2017-03-06,44,"29~59 ","<U+4F18>","21.5 ","45.5 ","13.7 ","0.592 ","15.6 ","88 ","0 ",2017,3,"Q1"
"1162",2017-03-07,36,"25~50 ","<U+4F18>","12.8 ","36.1 ","8.7 ","0.546 ","9.9 ","82 ","0 ",2017,3,"Q1"
"1163",2017-03-08,49,"39~66 ","<U+4F18>","20.2 ","50.9 ","18.6 ","0.771 ","20.5 ","89 ","0 ",2017,3,"Q1"
"1164",2017-03-09,66,"45~83 ","<U+826F>","39.3 ","80.7 ","26.4 ","1.258 ","39.8 ","80 ","0 ",2017,3,"Q1"
"1165",2017-03-10,64,"48~93 ","<U+826F>","34.6 ","74.8 ","24.5 ","0.958 ","40.6 ","124 ","0 ",2017,3,"Q1"
"1166",2017-03-11,85,"64~120 ","<U+826F>","61.7 ","100.9 ","18.9 ","0.883 ","34.3 ","153 ","0 ",2017,3,"Q1"
"1167",2017-03-12,66,"49~84 ","<U+826F>","36 ","73.3 ","11.6 ","0.713 ","37.7 ","126 ","0 ",2017,3,"Q1"
"1168",2017-03-13,51,"31~65 ","<U+826F>","17.6 ","55.8 ","11.4 ","0.608 ","17.5 ","84 ","0 ",2017,3,"Q1"
"1169",2017-03-14,44,"28~51 ","<U+4F18>","18.9 ","43.6 ","13.2 ","0.654 ","21.3 ","82 ","0 ",2017,3,"Q1"
"1170",2017-03-15,61,"36~88 ","<U+826F>","43 ","66 ","14.9 ","0.742 ","28.3 ","120 ","0 ",2017,3,"Q1"
"1171",2017-03-16,72,"64~88 ","<U+826F>","50.3 ","85.7 ","20.6 ","0.854 ","42.1 ","130 ","0 ",2017,3,"Q1"
"1172",2017-03-17,75,"62~84 ","<U+826F>","52.3 ","91.6 ","20.3 ","0.858 ","29.3 ","170 ","0 ",2017,3,"Q1"
"1173",2017-03-18,73,"42~133 ","<U+826F>","49.1 ","87.9 ","19.6 ","0.775 ","31.6 ","147 ","0 ",2017,3,"Q1"
"1174",2017-03-19,121,"93~147 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","91.4 ","137.9 ","31.4 ","1.05 ","58.7 ","144 ","0 ",2017,3,"Q1"
"1175",2017-03-20,115,"79~144 ","<U+8F7B><U+5EA6><U+6C61><U+67D3>","86.3 ","130.5 ","22.6 ","1.025 ","50.8 ","131 ","0 ",2017,3,"Q1"
"1176",2017-03-21,48,"25~68 ","<U+4F18>","17.5 ","51 ","12.7 ","0.496 ","18.3 ","93 ","0 ",2017,3,"Q1"
"1177",2017-03-22,49,"33~59 ","<U+4F18>","24.5 ","51.9 ","22.9 ","0.617 ","34.6 ","90 ","0 ",2017,3,"Q1"
"1178",2017-03-23,47,"32~61 ","<U+4F18>","27.3 ","49.4 ","16 ","0.571 ","27.7 ","104 ","0 ",2017,3,"Q1"
"1179",2017-03-24,61,"45~71 ","<U+826F>","40.4 ","68.6 ","19.3 ","0.675 ","37 ","90 ","0 ",2017,3,"Q1"
"1180",2017-03-25,61,"48~73 ","<U+826F>","42.1 ","63.8 ","13.9 ","0.633 ","26.5 ","97 ","0 ",2017,3,"Q1"
"1181",2017-03-26,76,"57~97 ","<U+826F>","55.8 ","74.5 ","14.9 ","0.975 ","20.5 ","106 ","0 ",2017,3,"Q1"
"1182",2017-03-27,68,"52~98 ","<U+826F>","46.6 ","74.3 ","27.2 ","1.017 ","30.7 ","83 ","0 ",2017,3,"Q1"
"1183",2017-03-28,56,"45~76 ","<U+826F>","35.5 ","60.4 ","19.1 ","0.7 ","33 ","91 ","0 ",2017,3,"Q1"
"1184",2017-03-29,57,"41~75 ","<U+826F>","38.6 ","56.8 ","14.3 ","0.679 ","24.7 ","121 ","0 ",2017,3,"Q1"
"1185",2017-03-30,81,"54~124 ","<U+826F>","59.2 ","81.7 ","13.5 ","0.8 ","30 ","103 ","0 ",2017,3,"Q1"
"1186",2017-03-31,71,"49~85 ","<U+826F>","48.5 ","79.2 ","9.4 ","0.675 ","20.3 ","114 ","0 ",2017,3,"Q1"
